ngrams,class
"VariableDeclarator ThisExpression Program ExpressionStatement
",0
"IfStatement IfStatement BinaryExpression MemberExpression
",0
"NewExpression Literal Program ExpressionStatement
",0
"VariableDeclaration VariableDeclarator ThisExpression Program
",0
"ReturnStatement CallExpression MemberExpression MemberExpression
",0
"IfStatement BlockStatement IfStatement MemberExpression
",0
"ReturnStatement CallExpression CallExpression Identifier
",0
"ThrowStatement NewExpression Identifier Program
",0
"CallExpression BinaryExpression MemberExpression ThisExpression
",0
"AssignmentExpression CallExpression BinaryExpression MemberExpression
",0
"Property ThisExpression Program ExpressionStatement
",0
"ObjectExpression Property CallExpression MemberExpression
",0
"ObjectExpression Property CallExpression Literal
",0
"AssignmentExpression ObjectExpression Property CallExpression
",0
"Property CallExpression Literal Program
",0
"MemberExpression MemberExpression MemberExpression ThisExpression
",0
"AssignmentExpression ThisExpression Program ExpressionStatement
",0
"BlockStatement ExpressionStatement AssignmentExpression ArrayExpression
",0
"AssignmentExpression ArrayExpression Literal Program
",0
"ExpressionStatement AssignmentExpression ArrayExpression Literal
",0
"BlockStatement ReturnStatement MemberExpression ThisExpression
",0
"BlockStatement IfStatement BlockStatement SwitchStatement
",0
"BlockStatement SwitchStatement Identifier Program
",0
"IfStatement BlockStatement SwitchStatement SwitchCase
",0
"SwitchStatement SwitchCase MemberExpression Identifier
",0
"BlockStatement SwitchStatement SwitchCase MemberExpression
",0
"SwitchCase MemberExpression Identifier Program
",0
"SwitchStatement SwitchCase ExpressionStatement LogicalExpression
",0
"BlockStatement SwitchStatement SwitchCase ExpressionStatement
",0
"SwitchCase ExpressionStatement LogicalExpression MemberExpression
",0
"BlockStatement SwitchStatement SwitchCase IfStatement
",0
"SwitchStatement SwitchCase IfStatement BinaryExpression
",0
"SwitchStatement SwitchCase IfStatement BlockStatement
",0
"BlockStatement SwitchStatement SwitchCase BreakStatement
",0
"SwitchCase BreakStatement Program ExpressionStatement
",0
"SwitchStatement SwitchCase ExpressionStatement AssignmentExpression
",0
"SwitchCase ExpressionStatement AssignmentExpression Identifier
",0
"SwitchCase ExpressionStatement LogicalExpression CallExpression
",0
"SwitchStatement SwitchCase BreakStatement Program
",0
"BreakStatement Program ExpressionStatement CallExpression
",0
"ExpressionStatement LogicalExpression CallExpression BinaryExpression
",0
"AssignmentExpression AssignmentExpression Identifier Program
",0
"ExpressionStatement AssignmentExpression AssignmentExpression FunctionExpression
",0
"AssignmentExpression AssignmentExpression FunctionExpression BlockStatement
",0
"AssignmentExpression NewExpression MemberExpression Identifier
",0
"VariableDeclarator CallExpression FunctionExpression BlockStatement
",0
"FunctionExpression BlockStatement ReturnStatement FunctionExpression
",0
"ReturnStatement FunctionExpression Identifier Program
",0
"VariableDeclaration VariableDeclarator CallExpression FunctionExpression
",0
"BlockStatement ReturnStatement FunctionExpression Identifier
",0
"BlockStatement ReturnStatement FunctionExpression BlockStatement
",0
"ReturnStatement FunctionExpression BlockStatement ExpressionStatement
",0
"ExpressionStatement AssignmentExpression ConditionalExpression LogicalExpression
",0
"ConditionalExpression LogicalExpression Identifier Program
",0
"ConditionalExpression LogicalExpression MemberExpression Identifier
",0
"AssignmentExpression ConditionalExpression LogicalExpression MemberExpression
",0
"ExpressionStatement AssignmentExpression ConditionalExpression MemberExpression
",0
"AssignmentExpression ConditionalExpression LogicalExpression Identifier
",0
"AssignmentExpression ConditionalExpression MemberExpression Identifier
",0
"CallExpression FunctionExpression BlockStatement ForStatement
",0
"FunctionDeclaration BlockStatement ReturnStatement ObjectExpression
",0
"ReturnStatement ObjectExpression Property Identifier
",0
"BinaryExpression UnaryExpression Literal Program
",0
"FunctionExpression BlockStatement ExpressionStatement LogicalExpression
",0
"VariableDeclarator ConditionalExpression LogicalExpression LogicalExpression
",0
"VariableDeclaration VariableDeclarator ConditionalExpression LogicalExpression
",0
"ConditionalExpression LogicalExpression LogicalExpression MemberExpression
",0
"ConditionalExpression LogicalExpression BinaryExpression UnaryExpression
",0
"VariableDeclarator ConditionalExpression LogicalExpression BinaryExpression
",0
"ConditionalExpression LogicalExpression BinaryExpression Literal
",0
"VariableDeclarator CallExpression FunctionExpression Identifier
",0
"ObjectExpression Property CallExpression FunctionExpression
",0
"Property CallExpression FunctionExpression BlockStatement
",0
"IfStatement BlockStatement ExpressionStatement UnaryExpression
",0
"BlockStatement ReturnStatement CallExpression ArrayExpression
",0
"VariableDeclarator LogicalExpression CallExpression Identifier
",0
"VariableDeclarator LogicalExpression CallExpression Literal
",0
"ExpressionStatement AssignmentExpression ConditionalExpression CallExpression
",0
"ConditionalExpression CallExpression Literal Program
",0
"ReturnStatement CallExpression BinaryExpression Literal
",0
"BlockStatement ReturnStatement CallExpression BinaryExpression
",0
"CallExpression BinaryExpression CallExpression MemberExpression
",0
"BinaryExpression CallExpression ArrayExpression Identifier
",0
"ReturnStatement MemberExpression MemberExpression ThisExpression
",0
"ExpressionStatement UnaryExpression MemberExpression MemberExpression
",0
"BlockStatement IfStatement MemberExpression ThisExpression
",0
"ForInStatement MemberExpression Identifier Program
",0
"TryStatement CatchClause BlockStatement IfStatement
",0
"VariableDeclarator FunctionExpression BlockStatement VariableDeclaration
",0
"BlockStatement ReturnStatement BinaryExpression BinaryExpression
",0
"FunctionDeclaration BlockStatement ReturnStatement BinaryExpression
",0
"ReturnStatement BinaryExpression BinaryExpression MemberExpression
",0
"BinaryExpression MemberExpression MemberExpression MemberExpression
",0
"ReturnStatement BinaryExpression MemberExpression MemberExpression
",0
"IfStatement BinaryExpression CallExpression Identifier
",0
"VariableDeclarator FunctionExpression BlockStatement ForStatement
",0
"ConditionalExpression LogicalExpression BinaryExpression Identifier
",0
"FunctionDeclaration BlockStatement Program ExpressionStatement
",0
"UnaryExpression UnaryExpression Identifier Program
",0
"BlockStatement ThrowStatement NewExpression Literal
",0
"IfStatement ReturnStatement Program ExpressionStatement
",0
"ExpressionStatement CallExpression CallExpression MemberExpression
",0
"CallExpression MemberExpression MemberExpression ArrayExpression
",0
"MemberExpression ArrayExpression Program ExpressionStatement
",0
"BlockStatement IfStatement ReturnStatement Program
",0
"VariableDeclarator CallExpression CallExpression Identifier
",0
"VariableDeclarator CallExpression CallExpression Literal
",0
"AssignmentExpression FunctionExpression BlockStatement Program
",0
"AssignmentExpression CallExpression MemberExpression NewExpression
",0
"FunctionDeclaration BlockStatement ReturnStatement FunctionExpression
",0
"ReturnStatement FunctionExpression BlockStatement VariableDeclaration
",0
"CatchClause BlockStatement Program ExpressionStatement
",0
"ForStatement VariableDeclaration VariableDeclarator MemberExpression
",0
"FunctionExpression BlockStatement ForInStatement VariableDeclaration
",0
"Property FunctionExpression BlockStatement ForInStatement
",0
"ForInStatement BlockStatement IfStatement LogicalExpression
",0
"BlockStatement IfStatement LogicalExpression CallExpression
",0
"VariableDeclarator ObjectExpression Property Literal
",0
"BlockStatement IfStatement LogicalExpression LogicalExpression
",0
"LogicalExpression UnaryExpression CallExpression Identifier
",0
"LogicalExpression LogicalExpression UnaryExpression CallExpression
",0
"LogicalExpression UnaryExpression CallExpression MemberExpression
",0
"IfStatement LogicalExpression UnaryExpression CallExpression
",0
"BlockStatement ExpressionStatement CallExpression ObjectExpression
",0
"CallExpression ObjectExpression Property MemberExpression
",0
"CallExpression ObjectExpression Property Identifier
",0
"ConditionalExpression NewExpression Identifier Program
",0
"ConditionalExpression BinaryExpression MemberExpression Identifier
",0
"ConditionalExpression ConditionalExpression BinaryExpression MemberExpression
",0
"LogicalExpression LogicalExpression MemberExpression Identifier
",0
"LogicalExpression BinaryExpression BinaryExpression CallExpression
",0
"BinaryExpression CallExpression MemberExpression NewExpression
",0
"ConditionalExpression ConditionalExpression BinaryExpression Identifier
",0
"ConditionalExpression ConditionalExpression MemberExpression Identifier
",0
"ConditionalExpression ConditionalExpression NewExpression Identifier
",0
"VariableDeclaration VariableDeclarator ArrayExpression Literal
",0
"VariableDeclarator ArrayExpression Literal Program
",0
"NewExpression BinaryExpression Identifier Program
",0
"IfStatement BinaryExpression UnaryExpression Identifier
",0
"ThrowStatement NewExpression BinaryExpression Identifier
",0
"IfStatement LogicalExpression UnaryExpression Identifier
",0
"AssignmentExpression FunctionExpression BlockStatement SwitchStatement
",0
"FunctionExpression BlockStatement SwitchStatement SwitchCase
",0
"SwitchCase ExpressionStatement CallExpression MemberExpression
",0
"SwitchStatement SwitchCase ExpressionStatement CallExpression
",0
"SwitchCase ExpressionStatement CallExpression BinaryExpression
",0
"MemberExpression Literal Program ExpressionStatement
",0
"VariableDeclaration VariableDeclarator LogicalExpression Literal
",0
"VariableDeclarator LogicalExpression Literal Program
",0
"BinaryExpression MemberExpression CallExpression Literal
",0
"AssignmentExpression ConditionalExpression NewExpression MemberExpression
",0
"ReturnStatement BinaryExpression CallExpression MemberExpression
",0
"ReturnStatement BinaryExpression CallExpression Identifier
",0
"BlockStatement ReturnStatement BinaryExpression Literal
",0
"IfStatement LogicalExpression LogicalExpression LogicalExpression
",0
"LogicalExpression LogicalExpression UnaryExpression Identifier
",0
"LogicalExpression LogicalExpression LogicalExpression BinaryExpression
",0
"IfStatement LogicalExpression LogicalExpression CallExpression
",0
"IfStatement BlockStatement ForStatement AssignmentExpression
",0
"LogicalExpression UnaryExpression BinaryExpression Identifier
",0
"ReturnStatement FunctionExpression BlockStatement ReturnStatement
",0
"ReturnStatement BinaryExpression BinaryExpression BinaryExpression
",0
"BinaryExpression BinaryExpression CallExpression Literal
",0
"BlockStatement ReturnStatement BinaryExpression CallExpression
",0
"IfStatement IfStatement LogicalExpression Identifier
",0
"BlockStatement IfStatement ReturnStatement Literal
",0
"ReturnStatement Literal Program ExpressionStatement
",0
"IfStatement ReturnStatement CallExpression MemberExpression
",0
"WhileStatement MemberExpression Identifier Program
",0
"BlockStatement IfStatement BreakStatement Program
",0
"AssignmentExpression MemberExpression Literal Program
",0
"MemberExpression CallExpression BinaryExpression CallExpression
",0
"MemberExpression CallExpression BinaryExpression Literal
",0
"SwitchStatement SwitchCase Literal Program
",0
"SwitchStatement SwitchCase ReturnStatement CallExpression
",0
"BlockStatement SwitchStatement SwitchCase ReturnStatement
",0
"SwitchCase ReturnStatement CallExpression MemberExpression
",0
"SwitchStatement SwitchCase ReturnStatement Literal
",0
"TryStatement CatchClause BlockStatement ReturnStatement
",0
"BlockStatement ReturnStatement BinaryExpression Identifier
",0
