ngrams,class
"ExpressionStatement AssignmentExpression LogicalExpression Identifier
",0
"BlockStatement ExpressionStatement AssignmentExpression LogicalExpression
",0
"AssignmentExpression LogicalExpression MemberExpression MemberExpression
",0
"ExpressionStatement AssignmentExpression LogicalExpression MemberExpression
",0
"AssignmentExpression FunctionExpression BlockStatement ForInStatement
",0
"FunctionExpression BlockStatement ForInStatement Identifier
",0
"FunctionExpression BlockStatement ForInStatement BlockStatement
",0
"CallExpression ArrayExpression Program ExpressionStatement
",0
"CallExpression ArrayExpression MemberExpression Identifier
",0
"AssignmentExpression LogicalExpression CallExpression MemberExpression
",0
"CallExpression MemberExpression NewExpression Identifier
",0
"CallExpression FunctionExpression BlockStatement ForInStatement
",0
"ForInStatement BlockStatement ExpressionStatement AssignmentExpression
",0
"UnaryExpression Literal Program ExpressionStatement
",0
"VariableDeclaration VariableDeclarator ArrayExpression Identifier
",0
"VariableDeclarator ArrayExpression Identifier Program
",0
"BlockStatement ReturnStatement NewExpression Identifier
",0
"AssignmentExpression LogicalExpression Literal Program
",0
"ExpressionStatement AssignmentExpression ConditionalExpression BinaryExpression
",0
"AssignmentExpression LogicalExpression Identifier Program
",0
"ExpressionStatement AssignmentExpression LogicalExpression CallExpression
",0
"MemberExpression NewExpression Identifier Program
",0
"IfStatement BlockStatement IfStatement UnaryExpression
",0
"IfStatement UnaryExpression CallExpression MemberExpression
",0
"CatchClause BlockStatement ExpressionStatement AssignmentExpression
",0
"IfStatement BlockStatement IfStatement CallExpression
",0
"VariableDeclarator LogicalExpression Identifier Program
",0
"VariableDeclaration VariableDeclarator CallExpression ThisExpression
",0
"MemberExpression CallExpression Literal Program
",0
"ExpressionStatement CallExpression CallExpression Identifier
",0
"VariableDeclaration VariableDeclarator CallExpression CallExpression
",0
"VariableDeclarator CallExpression CallExpression MemberExpression
",0
"ConditionalExpression BinaryExpression UnaryExpression Identifier
",0
"AssignmentExpression ConditionalExpression BinaryExpression Literal
",0
"AssignmentExpression ConditionalExpression Identifier Program
",0
"ExpressionStatement AssignmentExpression LogicalExpression Literal
",0
"AssignmentExpression ConditionalExpression BinaryExpression UnaryExpression
",0
"ExpressionStatement AssignmentExpression LogicalExpression LogicalExpression
",0
"LogicalExpression LogicalExpression Identifier Program
",0
"LogicalExpression LogicalExpression CallExpression MemberExpression
",0
"AssignmentExpression LogicalExpression LogicalExpression Identifier
",0
"AssignmentExpression LogicalExpression LogicalExpression CallExpression
",0
"AssignmentExpression ConditionalExpression BinaryExpression Identifier
",0
"FunctionExpression BlockStatement ReturnStatement NewExpression
",0
"BlockStatement ReturnStatement NewExpression MemberExpression
",0
"VariableDeclaration VariableDeclarator NewExpression MemberExpression
",0
"CallExpression ArrayExpression Identifier Program
",0
"VariableDeclaration VariableDeclarator LogicalExpression Identifier
",0
"ArrayExpression MemberExpression ThisExpression Program
",0
"VariableDeclaration VariableDeclarator ConditionalExpression FunctionExpression
",0
"ConditionalExpression FunctionExpression Identifier Program
",0
"ConditionalExpression FunctionExpression BlockStatement VariableDeclaration
",0
"VariableDeclarator ConditionalExpression FunctionExpression BlockStatement
",0
"ConditionalExpression FunctionExpression BlockStatement ForStatement
",0
"AssignmentExpression NewExpression CallExpression Identifier
",0
"NewExpression CallExpression Literal Program
",0
"ConditionalExpression FunctionExpression BlockStatement ExpressionStatement
",0
"VariableDeclarator ConditionalExpression BinaryExpression UnaryExpression
",0
"VariableDeclaration VariableDeclarator ConditionalExpression Literal
",0
"VariableDeclaration VariableDeclarator MemberExpression ThisExpression
",0
"VariableDeclarator LogicalExpression MemberExpression Identifier
",0
"ConditionalExpression NewExpression MemberExpression Identifier
",0
"ReturnStatement MemberExpression ThisExpression Program
",0
"VariableDeclaration VariableDeclarator BinaryExpression MemberExpression
",0
"ExpressionStatement AssignmentExpression BinaryExpression MemberExpression
",0
"ExpressionStatement CallExpression ThisExpression Program
",0
"BlockStatement ExpressionStatement LogicalExpression Identifier
",0
"AssignmentExpression ConditionalExpression NewExpression Identifier
",0
"AssignmentExpression MemberExpression MemberExpression ThisExpression
",0
"UnaryExpression MemberExpression ThisExpression Program
",0
"ObjectExpression Property ThisExpression Program
",0
"IfStatement BlockStatement ReturnStatement CallExpression
",0
"VariableDeclarator ConditionalExpression Identifier Program
",0
"BlockStatement VariableDeclaration VariableDeclarator ThisExpression
",0
"VariableDeclarator ThisExpression Program ExpressionStatement
",0
"IfStatement IfStatement BinaryExpression MemberExpression
",0
"NewExpression Literal Program ExpressionStatement
",0
"VariableDeclaration VariableDeclarator ThisExpression Program
",0
"ReturnStatement CallExpression MemberExpression MemberExpression
",0
"IfStatement BlockStatement IfStatement MemberExpression
",0
"ReturnStatement CallExpression CallExpression Identifier
",0
"ThrowStatement NewExpression Identifier Program
",0
"CallExpression BinaryExpression MemberExpression ThisExpression
",0
"AssignmentExpression CallExpression BinaryExpression MemberExpression
",0
"Property ThisExpression Program ExpressionStatement
",0
"ObjectExpression Property CallExpression MemberExpression
",0
"ObjectExpression Property CallExpression Literal
",0
"AssignmentExpression ObjectExpression Property CallExpression
",0
"Property CallExpression Literal Program
",0
"MemberExpression MemberExpression MemberExpression ThisExpression
",0
"AssignmentExpression ThisExpression Program ExpressionStatement
",0
"BlockStatement ExpressionStatement AssignmentExpression ArrayExpression
",0
"AssignmentExpression ArrayExpression Literal Program
",0
"ExpressionStatement AssignmentExpression ArrayExpression Literal
",0
"BlockStatement ReturnStatement MemberExpression ThisExpression
",0
"BlockStatement IfStatement BlockStatement SwitchStatement
",0
"BlockStatement SwitchStatement Identifier Program
",0
"IfStatement BlockStatement SwitchStatement SwitchCase
",0
"SwitchStatement SwitchCase MemberExpression Identifier
",0
"BlockStatement SwitchStatement SwitchCase MemberExpression
",0
"SwitchCase MemberExpression Identifier Program
",0
"SwitchStatement SwitchCase ExpressionStatement LogicalExpression
",0
"BlockStatement SwitchStatement SwitchCase ExpressionStatement
",0
"SwitchCase ExpressionStatement LogicalExpression MemberExpression
",0
"BlockStatement SwitchStatement SwitchCase IfStatement
",0
"SwitchStatement SwitchCase IfStatement BinaryExpression
",0
"SwitchStatement SwitchCase IfStatement BlockStatement
",0
"BlockStatement SwitchStatement SwitchCase BreakStatement
",0
"SwitchCase BreakStatement Program ExpressionStatement
",0
"SwitchStatement SwitchCase ExpressionStatement AssignmentExpression
",0
"SwitchCase ExpressionStatement AssignmentExpression Identifier
",0
"SwitchCase ExpressionStatement LogicalExpression CallExpression
",0
"SwitchStatement SwitchCase BreakStatement Program
",0
"BreakStatement Program ExpressionStatement CallExpression
",0
"ExpressionStatement LogicalExpression CallExpression BinaryExpression
",0
"AssignmentExpression AssignmentExpression Identifier Program
",0
"ExpressionStatement AssignmentExpression AssignmentExpression FunctionExpression
",0
"AssignmentExpression AssignmentExpression FunctionExpression BlockStatement
",0
"AssignmentExpression NewExpression MemberExpression Identifier
",0
"VariableDeclarator CallExpression FunctionExpression BlockStatement
",0
"FunctionExpression BlockStatement ReturnStatement FunctionExpression
",0
"ReturnStatement FunctionExpression Identifier Program
",0
"VariableDeclaration VariableDeclarator CallExpression FunctionExpression
",0
"BlockStatement ReturnStatement FunctionExpression Identifier
",0
